Magazine,Issue,Date,Type,Source,Quote,Purpose,Article Name
Dabiq,6,Dec-14,Classical Scholar,Ibn Rajab al-Hanbali,"He (rahimahull?h) also said, Ibn Mas’?d also said, You live in a time in which there are many scholars and few speakers, and there will come a time after you in which there will be few scholars and many speakers.’ Therefore, he who has extensive knowledge and speaks little is praiseworthy, and he who is the opposite is blameworthy. The Prophet (sallall?hu alayhi wa sallam) attested to the people of Yemen having ?m?n and fiqh. The people of Yemen are the least in speech from amongst the people and the least excessive in knowledge because their knowledge is beneficial knowledge in their hearts, and they only express with their tongues what they need to of that knowledge. And that is true fiqh and beneficial knowledge [Fadl Ilm as-Salaf].",Support,"The Qa'idah of Adh-Dhawahiri, Al-Harari, and AN-Nadhari and the ABsent Yemeni Wisdom"
Dabiq,6,Dec-14,Jihadist,The Mujahideen of Yemen,"The muj?hid?n of Yemen said, Allah’s Messenger (sallall?hu alayhi wa sallam) had given us glad tidings of Khil?fah upon the methodology of prophethood. And indeed, by Allah, we have seen it as a Khil?fah upon the methodology of prophethood. And when we heard the trumpets of the Jews and Christians – the callers upon the gates of Hellfire – we answered the order of Allah’s Messenger that obliged sticking to the jam?’ah of the Muslims and their Im?m, for Hudhayfah (radiyall?hu anh) said, The people used to ask Allah’s Messenger (sallall?hu alayhi wa sallam) about good, and I used to ask him about evil, fearing that it might overtake me…’ In the had?th, he says, Is there any evil after this good?’ He responded, Yes, callers upon the gates of Hellfire. Whoever answers them will be thrown into it by them.’ He said, O Allah’s Messenger, describe them to me.’ He said, They are from our skin and speak with our tongues.’ He said, So what do you order me with if I reach that time?’ He said, Stick to the jam?’ah of the Muslims and their Im?m’ [Al-Bukh?r? and Muslim].",Support,"The Qa'idah of Adh-Dhawahiri, Al-Harari, and AN-Nadhari and the ABsent Yemeni Wisdom"
Dabiq,6,Dec-14,Jihadist,Harith an-Nadhari,"And we hold them responsible for what may result – from being biased towards certain opinions and overstepping the boundaries of ijtih?d – of unlawful bloodshed committed under the pretext of expansion and spreading the authority of the State. And we emphasize that we do not initiate aggression or fighting against any Muslim, nor do we deem their women or wealth to be lawful!",Refute,
Dabiq,6,Dec-14,Jihadist,Adh-Dhawahiri,"Adh-Dhaw?hir? said, My position concerning the laymen of the Sh?’ah is the position of the scholars of Ahlus-Sunnah2 , and that is that they are excused due to their ignorance. As for those of them who take part with their leaders in their cooperation with the crusaders and their aggression towards the Muslims, their ruling then is the ruling of a faction resisting the laws of Islam.3 As for those of their laymen who have not taken part in any aggression towards the Muslims, nor fought under the banner of the global crusade, our approach with them is to make da’wah, expose the realities, and clarify the extent of the crimes committed by their leaders against Islam and the Muslims [al-Liq?’ al-Maft?h – al-Halqat al-?l?]",Support,"The Qa'idah of Adh-Dhawahiri, Al-Harari, and AN-Nadhari and the ABsent Yemeni Wisdom"
Dabiq,6,Dec-14,Jihadist,Adh-Dhawahiri,"The officers in the Counter-Religious Activism Department of National Security, who investigate religious issues and torture Muslims, I view them to be kuff?r on an individual level, for they know even more about the Islamic movements than most of the members of these movements themselves. And it is permissible to kill National Security officers and all members of the police – regardless of whether you make takf?r of them on an individual level or you make takf?r of them on a general scale – if that occurs during the course of a campaign of fighting in which sniping them becomes a means for you to cause damage to them for the benefit of the jih?d. This is because a resistant apostate faction is fought as one. It is permissible to kill those of them who are fleeing, and to finish off those of them who are wounded; and this would be an act of killing one whose individual condition was unknown. This is the rule because distinguishing the condition of individuals is done if they are maqd?r alayhim (under the power of Muslims); these individuals are not maqd?r alayhim. So the obligatory defensive jih?d is not to be disrupted for the sake of distinguishing the condition of individuals [al-Liq?’ al-Maft?h – al-Halqat al-?l?].",Support,"The Qa'idah of Adh-Dhawahiri, Al-Harari, and AN-Nadhari and the ABsent Yemeni Wisdom"
Dabiq,6,Dec-14,Jihadist,Adh-Dhawahiri,"He also said, Making takf?r of the armies and the security institutions is an issue that requires elaboration. My view is that the officers in the Counter-Religious Activism Department of National Security and their likes, who investigate Muslims and torture them, are kuff?r on an individual level. The result of the differing on the issue is very minute and is limited to personal rulings, such as marriage and inheritance. However, from the practical perspective regarding fighting them, there is no difference between the two views. And there is room for differing on the issue [al-Liq?’ al-Maft?h – al-Halqat al-?l?].",Support,"The Qa'idah of Adh-Dhawahiri, Al-Harari, and AN-Nadhari and the ABsent Yemeni Wisdom"
Dabiq,6,Dec-14,Qur'an,al-Anfal 60,{And prepare against them whatever you are able of power and of steeds of war by which you may terrify the enemy of Allah and your enemy and others besides them whom you do not know [but] whom Allah knows} [Al-Anfal: 60],Support,Abu Hamza al-Muhajir Training Camp
Dabiq,6,Dec-14,Hadith,Sahih Muslim,"The Prophet (sallall?hu alayhi wa sallam) said, The strong believer is better than the weak believer, and there is good in both",Support,Abu Hamza al-Muhajir Training Camp
Dabiq,6,Dec-14,Qur'an,al-Anfal 45,"{O you who have believed, when you encounter a company [from the enemy forces], stand firm and remember Allah much that you may be successful} [Al-Anf?l: 45].",Support,Abu Hamza al-Muhajir Training Camp
Dabiq,6,Dec-14,Qur'an,al-Anfal 37,{[This is] so that Allah may distinguish the wicked from the good} [Al-Anf?l: 37].,Support,Action in the New Wilayat
Dabiq,6,Dec-14,Qur'an,al-An'am 55,"{And thus do We detail the verses, and [thus] the way of the criminals will become evident} [Al-An’?m: 55].",Support,Action in the New Wilayat
Dabiq,6,Dec-14,Hadith,Imam Ahmad,"Ab? Dharr (radiyall?hu anh) narrated that while he was walking with Ras?lull?h, he (sallall?hu alayhi wa sallam) said three times, Indeed, there is something I fear for my Ummah more than the Dajj?l. Ab? Dharr asked him, What is this that you fear for your Ummah more than the Dajj?l? He responded, The misleading im?ms.",Support,Misleading Scholars and Bewitching Media
Dabiq,6,Dec-14,Hadith,Imam Ahmad,"Ras?lull?h (sallall?hu alayhi wa sallam) said, Indeed, what I fear most for my Ummah is every articulate mun?fiq.",Support,Misleading Scholars and Bewitching Media
Dabiq,6,Dec-14,Hadith,Sahih Bukhari,"Ras?lull?h (sallall?hu alayhi wa sallam) also said, Indeed, some eloquence is sorcery.",Support,Misleading Scholars and Bewitching Media
Dabiq,6,Dec-14,"Media, Politician, or Analyst",Benjamin Netanyahu,"Benjamin Netanyahu – the head of the Jewish state – was asked on the CBS News program Face the Nation if the Islamic State posed a threat to the Jewish state. He replied: Absolutely. I mean, ISIS has got to be defeated because it is doing what all these militant Islamists are trying to do. They all want to first dominate their part of the Middle East and then go on from there for their twisted idea of world domination. […] Essentially, they want to accumulate enough power to then carry out their mad ambitions. So, that is the danger with ISIS. It is creating a statement. It has two million petrodollars a day. It’s weapons it has taken over from the Iraqi army and so on. And it is dangerous, no question. He was then asked if the Jewish state would get more directly involved in the war against the Islamic State. So he replied: We are ready to support and help in every way that we are asked to do. Finally, he was asked for his opinion on expanding the American airstrikes to include Nusayr? regime targets. He replied: I think, right now, the real issue is ISIS. ISIS has taken over oil supplies in Syria. It has got – it basically uses Syria as a safe haven and as a launching ground for attacks. And I think, wisely, a decision has been made that ISIS targets in Syria and Iraq are equally targetable.",Refute,In the Words of the Enemy
Dabiq,6,Dec-14,"Media, Politician, or Analyst",Chuck Hagel,"On November 19, 2014, the crusader and former US Secretary of Defense was asked: The question is do we have the will and the capacity to influence the events as we used to? He replied: I think it isn’t so much the will, I don’t think. I think our capacity is different because the threats and the challenges are far more diffuse and varied. I talked about asymmetric threats. I mean the sophistication of ISIL – just take that for a moment. We’ve never seen an organization like ISIL that is so well-organized, so well-trained, so well-funded, so strategic, so brutal, so completely ruthless. We’ve never seen anything quite like that in one institution. Then they blend in ideology which will eventually lose*, we get that, and social media. The sophistication of their social media program is something that we’ve never seen before. You blend all of that together, that is an incredibly powerful new threat. So we’re adjusting to this and we’re trying to – we can’t do it alone.",Refute,In the Words of the Enemy
Dabiq,6,Dec-14,Hadith,Imam Ahmad,"Anas Ibn M?lik (radiyall?hu anh) narrated that Ras?lull?h (sallall?hu alayhi wa sallam) said, Prior to the Dajj?l there will be deceptive years in which the truthful person is belied, the liar is believed, the trustworthy is accused of treachery, the treacherous person is trusted, and the ruwaybidah speaks. It was said to him, What is the ruwaybidah? He said, The fuwaysiq (worthless f?siq) who speaks concerning the affairs of the general public.""",Support,Meltdown
Dabiq,7,Jan-15,Jihadist,Abu Mus'ab az-Zarqawi,"The spark has been lit here in Iraq, and its heat will continue to intensify – by Allah’s permission – until it burns the crusader armies in D?biq.",Support,Introduction
Dabiq,7,Jan-15,Jihadist,Osama Bin Laden,"What is Japan’s concern with us? Who has drawn Japan into this difficult, powerful, and fierce war… into this transgression against our sons in Palestine? Japan cannot endure entering into a war against us. Therefore, it should reconsider its stance. What is the concern of Australia in the far south with us and with the condition of the defenseless people of Afghanistan and Palestine? What is Germany’s concern in this war except kufr and crusade? It is yet another crusade just like the former crusades led by Richard the Lionheart, Barbarossa of Germany, and Louis of France. Likewise today, when Bush raised the cross, the crusader countries immediately scrambled. What is the Arab countries’ concern with this crusade? Why have they entered into it nakedly and openly in broad daylight? Because they are pleased with the rule of the cross [October 2001 Interview].",Support,Foreword
Dabiq,7,Jan-15,Hadith,Sahih Bukhari,"Allah’s Messenger (sallall?hu alayhi wa sallam) said, Whoever harms an ally of Mine, then I have declared war against him [Sah?h alBukh?r?].",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Qur'an,an-Nahl 126,"(An-Nahl: 126) ""And if you punish [an enemy], punish with an equivalent of that with which you were harmed.""",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Hadith,Sahih Bukhari,"The confusion perpetuated by the hizbiyy?n, the palace scholars, and the ignorant defeatists, is with regards to the authentic statement of Allah’s Messenger (sallall?hu alayhi wa sallam), None should punish with fire except Allah",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Qur'an,al-Baqarah 194,"{So whoever has assaulted you, then assault him in the same way that he has assaulted you} [Al-Baqarah: 194].",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Hadith,"Bukhari, Muslim",They further used as evidence the had?th of the Uran? men whose eyes were gouged out by the Prophet (sallall?hu alayhi wa sallam) with heated iron [Al-Bukh?r? and Muslim].,Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Classical Scholar,"Ibn Kathir, ""Al Bidayah wan-Nihayah""","In his letter to the murtadd?n of the Arabian Peninsula during the riddah wars, Ab? Bakr as-Sidd?q (radiyall?hu anh) threatened to burn them alive if they did not repent from their riddah. In it he states, I have sent to you so and so [Kh?lid Ibn al-Wal?d] with an army of the Muh?jir?n, the Ans?r, and their good followers, and I’ve ordered him to not fight anyone or kill anyone until he calls him to the call of Allah. Whoever answers him, accepts the truth, halts his evil, and does good, my envoy will accept this from him and will aid him in it. If he refuses, I’ve ordered him to wage war against them over such, to not spare anyone he is able to kill, to burn them alive with fire, to kill them in a severe manner using all means, to enslave their women and children, and to not accept from any one of them anything but Islam",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Classical Scholar,Al-Bayhaqi,"Likewise during his khil?fah, Ab? Bakr (radiyall?hu anh) gathered a number of his advisors from amongst the Sah?bah and consulted them about the case of a man found guilty of committing sodomy. The one who had the most severe position was Al? (radiyall?hu anh) who said, This is a sin that no nation had committed before except for one nation, and you know how Allah dealt with them. I view that we should burn him alive. So the Sah?bah agreed with his position, and Ab? Bakr wrote to Kh?lid ordering him to burn the man alive",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Classical Scholar,"Ibn Kathir, ""Al Bidayah wan-Nihayah""","In another incident that occurred during the riddah wars, a man named al-Fuj?’ah came to Ab? Bakr as-Sidd?q (radiyall?hu anh) claiming to be Muslim, and asked Ab? Bakr to prepare an army for him to lead in fighting the murtadd?n. Ab? Bakr did so, and the man wound up killing and robbing anyone he came across, including Muslims. When this reached Ab? Bakr, he sent an army to detain him. He was detained and brought back, and Ab? Bakr ordered that he be taken to the area of al-Baq?’ and burned alive",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Classical Scholar,"Ibn Kathir, ""Al Bidayah wan-Nihayah""","During the riddah wars, when Kh?lid Ibn al-Wal?d defeated Tulayhah alAsad? in the battle of Buz?khah, Ab? Bakr wrote to him ordering him to not be lenient and to make an example out of anyone he captured from amongst the kuff?r who had killed Muslims. So Kh?lid remained in Buz?khah for a month hunting down the murtadd?n and taking revenge for the Muslims who had been killed. Some of the murtadd?n he would burn alive, others he would stone to death, and others he would throw off the tops of mountains",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Classical Scholar," at-Tabarani, ""Al-Mujam al-Kabir""","Ab? M?s? al-Ash’ar? reported that the Prophet (sallall?hu alayhi wa sallam) sent both him and Mu’?dh Ibn Jabal (radiyall?hu anhum?) to Yemen, and instructed them to teach the people the Qur’?n. Mu’?dh came one day to visit Ab? M?s? and found with him a man who was chained up, so he said, O my brother, were we sent to punish the people or were we sent to teach them and order them with what would benefit them? So Ab? M?s? said, He embraced Islam and then disbelieved. So Mu’?dh said, By He who sent Muhammad with the truth, I will not leave until I burn him with fire. So Ab? M?s? said, We still have some unfinished business with him. So Mu’?dh said, By Allah, I will never leave! So some firewood was brought and a fire was lit, and he threw him in.",Support,The Burning of the Murtadd Pilot
Dabiq,7,Jan-15,Hadith,No source,"Allah’s Messenger (sallall?hu alayhi wa sallam) said, Allah has guaranteed the one who performs jih?d for His cause, having left his home for no reason other than to perform jih?d for His cause and to affirm the truth of His words, that He would enter him into Jannah or return him back home with all the rewards he has attained or the ghan?mah he has acquired.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Hadith,No source,"Allah’s Messenger (sallall?hu alayhi wa sallam) was asked about a man who fights out of bravery, out of zeal, or out of riy?’ (showing off), which of these is fighting for Allah’s cause? So Allah’s Messenger (sallall?hu alayhi wa sallam) said, Whoever fights so that the word of Allah is the highest is fighting for Allah’s cause.’",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Qur'an,al-Imran 159,"Allah (ta’?l?) said, {And consult them concerning the matter} [?l Imr?n: 159]",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"One who seeks consultation will have no regret, and one who prays istikh?rah will not go wrong. And it’s been said, He who relies exclusively on his intellect will go astray, and he who is content with his own opinion will slip up, and he who consults intelligent men will take the correct path, and he who seeks the help of a man with insight will attain what is hoped for.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"No man is appointed to lead ten people except that he will be brought forth in shackles on the Day of Judgment, and will either be set free on account of his justice or destroyed as a result of his oppression.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Any leader who takes charge of the affairs of the Muslims and then doesn’t strive for them and advise them, will not enter Jannah with them.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Allah does not give one of His slaves leadership, who then dies having cheated his subjects, except that Allah will make Jannah prohibited for him.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"...it’s been said, Leave your opinion until it ripens.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"It was reported that Al? said, The opinion of an elder is better than the view of a young man, meaning with regards to battle.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Consultation and discussion are two doors to mercy, and two keys to blessings. No opinion that’s been reached with the help of these two things will go wrong.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Qur'an,Saad 26,"Allah (ta’?l?) says, {O D?w?d, indeed We have made you a successor upon the Earth, so judge between the people in truth and do not follow [your own] desire, as it will lead you astray from the way of Allah} [S?d: 26].",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"So Allah did not suffice with a broad implication and thereby avoid an explicit address. Nor did He accept busyness as an excuse, being content with the delegation of duties, but instead He linked such to misguidance.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"The leader is required to ensure that he and his soldiers are held responsible for the rights that Allah (ta’?l?) has made obligatory and the limits that He has set, For he who fights for the religion is more deserving amongst the people of being held to its rulings.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Umar wrote to Ab? M?s? al-Ash’ar? saying, …and it has reached me that word is going around that your and your family’s clothing, food, and means of transport are of a different standard than that of the Muslims. So beware, O servant of Allah, of becoming like an animal that passes by a fertile valley and has no concern other than to fatten itself. Indeed its fatness will be what kills it. And know that if the leader goes astray, so too will his subjects. And the most wretched of people is he whose subjects are unhappy with him.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Amr Ibn Ma’diyakrib (radiyall?hu anh) was asked about war, so he said, Whoever is patient in war becomes prominent, and whoever abstains from it perishes.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Hadith,No source,"Prophet (sallall?hu alayhi wa sallam) said, And are you given victory or sustenance except through the weak amongst you? I",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Hadith,No source,"Allah’s Messenger (sallall?hu alayhi wa sallam), the bravest of all people, had armor",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Hab?b Ibn al-Muhallab said, I have not seen any man in war wearing armor except that he was worth two men to me. And I have not seen two men going without armor except that they were worth one man to me. A knowledgeable man heard this statement and said, He spoke the truth! Indeed, weapons have virtue. Can’t you see that when they hear someone scream for help, they call out Grab your weapons! Grab your weapons!’ not Gather the men! Gather the men!’",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Qur'an,al-Anfal 43,"Allah (ta’?l?) says, {(And remember) when Allah showed them to you in your dream as few; and if He had shown them to you as many, you would have lost courage and would have disputed in the matter [of whether to fight]} [Al-Anf?l: 43].",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Hadith,No source,"The Prophet (sallall?hu alayhi wa sallam) said: ""War is decpetion""",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"Al-Muhallab said, You must use deception in war, for it is more effective than reinforcements. Some methods of deception include: a. Planting spies. b. Reconnaissance. c. Feigning an intent to attack an area other than the actual target, for when the Prophet (sallall?hu alayhi wa sallam) wanted to attack one area, he would give his army the impression they were going to attack another.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,For indeed they come and go as the passing of clouds. And do not only seek the traces of the enemy left behind after the main body is gone.,Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"And when punishing someone, don’t go beyond the limits that Allah has set for you through your transgression and desires, for transgression will be darkness on the Day of Judgment.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Qur'an,al-imran 159,"Allah (ta’?l?) says, {And had you been severe and harsh-hearted, they would have dispersed from around you} [?l Imr?n: 159].",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Hadith,No source,"The Prophet (sallall?hu alayhi wa sallam) said, Whoever has been given his share of gentleness has been given his share of all goodness. And whoever has been deprived of his share of gentleness has been deprived of his share of all goodness.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Hadith,No source,"He (sallall?hu alayhi wa sallam) also said, Indeed, this religion is firm, so delve into it with gentleness.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Muslim Historical Figure,Umar Ibn Abdul-Aziz,"It was reported that [Umar Ibn Abdul-Aziz] said, Indeed, Allah disparaged alcohol twice in the Qur’?n and prohibited it the third time it was mentioned. And I fear that I would impose the truth upon the people all at once, so they would leave it and it would become a tribulation for them.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Unknown,Unknown,"He who does not respect our elders, have mercy towards our young, and recognize the rights of our scholars, is not one of us.",Support,Advice for the Leaders of the Islamic State
Dabiq,7,Jan-15,Salaf,Abu Bakr as-Siddiq,"From Ab? Bakr, the Khal?fah of Ras?lull?h (sallall?hu alayhi wa sallam); To whomever this letter reaches of the general public and individual figures, whether they have remained upon their Islam or turned back from it; Peace be upon those who follow the right guidance and have not turned back from the right guidance to deviance and blindness. I praise to you Allah, other than whom there is no god. And I testify that there is no god but Allah alone, who has no partner. And I testify that Muhammad is His slave and messenger. We affirm what he came with, pronounce takf?r upon those who refuse this affirmation, and wage jih?d against them. As for what follows: Indeed, Allah sent Muhammad with the truth from Him to His creation as a bringer of good tidings and a warner, a caller to Allah, and an illuminating lamp, to warn whoever is alive and establish the proof against the k?fir?n. Allah then guided by the truth whoever answered him, and Ras?lull?h (sallall?hu alayhi wa sallam) struck those who turned away from Him by His permission, until they entered Islam either willingly or grudgingly. Then Allah took His Messenger (sallall?hu alayhi wa sallam) after he had carried out Allah’s order, sincerely advised his Ummah, and fulfilled what he was responsible for. Allah had clarified this to him and the people of Islam in the revealed book. He said, {Indeed, you are to die, and indeed, they are to die} [AzZumar: 30]. He also said, {And We did not grant to any man before you eternity, so if you die – would they be eternal?} [Al-Anbiy?’: 34]. He also said to the believers, {Muhammad is not but a messenger. Messengers have passed on before him. So if he were to die or be killed, would you turn back on your heels? And he who turns back on his heels will never harm Allah at all; and Allah will reward the grateful} [?l Imr?n: 144]. So whoever worships Muhammad, then let him know that Muhammad has died. And whoever worships Allah alone, who has no partner, then let him know that Allah is ever watchful of him. He is living and eternal; He does not die. Neither tiredness nor sleep overtakes Him. He guards His religion and exacts revenge upon His enemy. I advise you with taqw? of Allah, your duty towards Allah, and what your Prophet (sallall?hu alayhi wa sallam) came with. And I advise you to take as guidance his guidance and grasp the religion of Allah, for anyone whom Allah does not guide is deviant, anyone whom He does not decree wellbeing for is afflicted, and anyone whom Allah does not aid is abandoned. So whomever Allah guides is guided and whomever He leaves astray is deviant. Allah (ta’?l?) said, {He whom Allah guides is the guided, but he whom He leaves astray – never will you find for him a protecting guide} [Al-Kahf: 17], and no deed will be accepted from him in the Duny? until he accepts Him. no repentance or ransom will be accepted from him in the Hereafter. It has reached me that some of you turned back from their religion after accepting Islam and acting in accordance with it, out of delusion about Allah, ignorance of His affair, and in response to Shayt?n. Allah (ta’?l?) said, {And [mention] when We said to the angels, Prostrate to ?dam, and they prostrated, except for Ibl?s. He was of the jinn and departed from the command of his Lord. Then will you take him and his descendants as allies other than Me while they are enemies to you? Wretched it is for the wrongdoers as an exchange} [Al-Kahf: 50]. And He said, {Indeed, Shayt?n is an enemy to you; so take him as an enemy. He only invites his party to be among the companions of the Blaze} [F?tir: 6]. I have sent to you so and so [Kh?lid Ibn al-Wal?d] with an army of the Muh?jir?n, the Ans?r, and their good followers, and I’ve ordered him to not fight anyone or kill anyone until he calls him to the call of Allah. Whoever answers him, accepts the truth, halts his evil, and does good, my envoy will accept this from him and will aid him in it. If he refuses, I’ve ordered him to wage war against them over their refusal, to not spare anyone he is able to kill, to burn them alive with fire, to kill them in a severe manner using all means, to enslave their women and children, and to not accept from any one of them anything but Islam. Whoever follows it, then it is best for him. And whoever leaves it, then he cannot incapacitate Allah. I’ve ordered my envoy to read this message in every gathering of yours and the signal is the adh?n. [I’ve said to my army] if the Muslims perform adh?n and they [the apostates] do not perform adh?n, then rush to kill them. And if they [the apostates] perform adh?n, then restrain yourselves from attacking them until you ask them to deliver what is obligatory upon them [the zak?h]. If they refuse, then rush to kill them. If they agree, it will be accepted from them, and my envoy will make them carry out their duties. [T?r?kh at-Tabar?; Al-Bid?yah wan-Nih?yah]",Support,An Explicit Ultimatun from the Salaf to the Apostates
Dabiq,7,Jan-15,Salaf,Ali Ibn Abi Talib,"Al? Ibn Ab? T?lib (radiyall?hu anh) said, Allah’s Messenger (sallall?hu alayhi wa sallam) was sent with four swords: a sword for the mushrik?n, {And when the sacred months have passed, then kill the mushrik?n wherever you find them} [At-Tawbah: 5], a sword for Ahlul-Kit?b, {Fight those who do not believe in Allah or in the Last Day and who do not consider unlawful what Allah and His Messenger have made unlawful and who do not adopt the religion of truth from those who were given the Book – [fight them] until they give the jizyah willingly while they are humbled} [At-Tawbah: 29], a sword for the mun?fiq?n, {O Prophet, fight against the kuff?r and the mun?fiq?n} [At-Tawbah: 73], and a sword for the bugh?t (rebellious aggressors), {Then fight against the group that commits baghy (aggression) until it returns to the ordinance of Allah} [Al-Hujur?t: 9] [Tafs?r Ibn Kath?r].",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,at-Tawbah 5,"{And when the sacred months have passed, then kill the mushrik?n wherever you find them} [At-Tawbah: 5]",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,at-Tawbah 73,{Fight those who do not believe in Allah or in the Last Day and who do not consider unlawful what Allah and His Messenger have made unlawful and who do not adopt the religion of truth from those who were given the Book – [fight them] until they give the jizyah willingly while they are humbled} [At-Tawbah: 29],Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,at-Tawbah 73,"{O Prophet, fight against the kuff?r and the mun?fiq?n} [At-Tawbah: 73]",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,al-Hujurat 9,{Then fight against the group that commits baghy (aggression) until it returns to the ordinance of Allah} [Al-Hujur?t: 9],Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,al-Ma'ida 54,"{O you who have believed, whoever of you should revert from his religion – Allah will bring forth a people He will love and who will love Him [who are] humble toward the believers, mighty against the disbelievers; they strive in the cause of Allah and do not fear the blame of a critic} [Al-M?’idah: 54]",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,al-Hadid 25,"{We have sent Our messengers with clear evidences and sent down with them the Scripture and the balance that the people may maintain [their affairs] in justice. And We sent down iron, wherein is great military might and benefits for the people, and so that Allah may make evident those believing in the unseen who support Him and His messengers. Indeed, Allah is Powerful and Exalted in Might} [Al-Had?d: 25].",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Classical Scholar,Ibn Taymiyyah,The basis of the religion is a guiding book and supporting sword,Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,al-Anfal 12,"{Remember when your Lord revealed to the angels, I am with you, so strengthen those who have believed. I will cast terror into the hearts of those who disbelieved, so strike [them] upon the necks and strike from them every fingertip} [Al-Anf?l: 12]",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Qur'an,Muhammad 4,"{So when you meet those who disbelieve, strike their necks until, when you have inflicted slaughter upon them, then secure their bonds, and either [confer] favor afterwards or ransom [them] until the war lays down its burdens} [Muhammad: 4]",Support,Islam is the Religion of the Sword Not Pacifism
Dabiq,7,Jan-15,Hadith,Ibn Abi Shaybah,His Messenger (sallall?hu alayhi wa sallam) also described the sword as the salvation from evil and fitnah2 . He (sallall?hu alayhi wa sallam) also described the sword as being the key to Jannah,Support,Islam is the Religion of the Sword Not Pacifism
